[2021/02/28  23:44:53] INFO CHUPENDRA
[chicho  ivo sadsa sad as as] INFO Teachers were successfully written into teachers.txt
[chicho  ivo sadsa sad as as] INFO Teacher was successfully UPDATED
[1900/01/00  00:00:00] INFO Program was executed successfully
[1900/01/00  00:00:00] INFO Teachers were successfully written into teachers.txt
[1900/01/00  00:00:00] INFO Teacher was successfully UPDATED
[2021/03/04  17:27:30] INFO Program was executed successfully
[2021/03/04  17:27:59] INFO Teachers were successfully written into teachers.txt
[2021/03/04  17:27:59] INFO Teacher was successfully UPDATED
[2021/03/04  17:46:40] INFO Program was executed successfully
[2021/03/04  17:46:49] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/04  17:46:50] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/04  21:28:31] INFO Program was executed successfully
[2021/03/04  21:28:56] INFO Program was executed successfully
[2021/03/04  21:30:08] INFO Program was executed successfully
[2021/03/04  21:30:40] INFO Program was executed successfully
[2021/03/04  21:31:16] INFO Program was executed successfully
[2021/03/04  21:32:32] INFO Program was executed successfully
[2021/03/04  21:33:39] INFO Program was executed successfully
[2021/03/04  21:33:49] INFO Program was executed successfully
[2021/03/04  21:37:21] INFO Program was executed successfully
[2021/03/04  21:37:26] INFO Program was executed successfully
[2021/03/04  21:37:40] INFO Option X: Teacher was successfully added
[2021/03/04  21:37:40] INFO Teachers were successfully written into teachers.txt
[2021/03/04  21:37:46] INFO Program was executed successfully
[2021/03/04  21:38:38] INFO Option X: Teacher was successfully added
[2021/03/04  21:38:38] INFO Teachers were successfully written into teachers.txt
[2021/03/04  21:38:41] INFO Program was executed successfully
[2021/03/04  21:44:44] INFO Program was executed successfully
[2021/03/04  21:45:04] INFO Program was executed successfully
[2021/03/04  21:46:16] INFO Teams were successfully written into teams.txt
[2021/03/04  21:46:47] INFO Program was executed successfully
[2021/03/04  22:50:40] INFO Program was executed successfully
[2021/03/04  22:51:27] INFO Students were successfully written into students.txt
[2021/03/04  22:51:27] INFO Student was successfully DELETED
[2021/03/04  22:51:47] INFO Teachers were successfully written into teachers.txt
[2021/03/04  22:52:12] INFO Teams were successfully written into teams.txt
[2021/03/04  23:31:27] INFO Program was executed successfully
[2021/03/04  23:31:34] INFO Program was executed successfully
[2021/03/04  23:32:08] INFO Program was executed successfully
[2021/03/04  23:32:26] INFO Program was executed successfully
[2021/03/04  23:33:51] INFO Program was executed successfully
[2021/03/04  23:36:15] INFO Program was executed successfully
[2021/03/04  23:36:41] INFO Option X: Teacher was successfully added
[2021/03/04  23:36:41] INFO Teachers were successfully written into teachers.txt
[2021/03/04  23:36:53] INFO Option X: Student was successfully added
[2021/03/04  23:36:53] INFO Students were successfully written into students.txt
[2021/03/04  23:37:35] INFO Option X: Student was successfully added
[2021/03/04  23:37:35] INFO Students were successfully written into students.txt
[2021/03/04  23:37:52] INFO Program was executed successfully
[2021/03/04  23:38:35] INFO Students were successfully written into students.txt
[2021/03/04  23:38:35] INFO Student was successfully UPDATED
[2021/03/05  00:18:33] INFO Program was executed successfully
[2021/03/05  00:39:33] INFO Program was executed successfully
[2021/03/05  00:41:08] INFO Students were successfully written into students.txt
[2021/03/05  00:41:08] INFO Student was successfully DELETED
[2021/03/05  00:44:44] INFO Program was executed successfully
[2021/03/05  00:46:40] INFO Program was executed successfully
[2021/03/05  00:47:25] INFO Students were successfully written into students.txt
[2021/03/05  00:47:25] INFO Student was successfully DELETED
[2021/03/05  00:47:36] INFO Students were successfully written into students.txt
[2021/03/05  00:47:36] INFO Student was successfully DELETED
[2021/03/05  00:47:38] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/05  00:48:35] INFO Program was executed successfully
[2021/03/05  00:49:12] INFO Program was executed successfully
[2021/03/05  00:51:36] INFO Program was executed successfully
[2021/03/05  00:52:10] INFO Program was executed successfully
[2021/03/05  00:52:14] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/05  00:52:47] INFO Program was executed successfully
[2021/03/05  00:53:05] INFO Program was executed successfully
[2021/03/05  00:53:21] INFO Program was executed successfully
[2021/03/05  00:59:45] INFO Program was executed successfully
[2021/03/05  01:00:33] INFO Program was executed successfully
[2021/03/05  01:01:20] INFO Program was executed successfully
[2021/03/05  01:04:17] INFO Program was executed successfully
[2021/03/05  01:05:16] INFO Program was executed successfully
[2021/03/05  01:07:52] INFO Program was executed successfully
[2021/03/05  01:08:21] INFO Program was executed successfully
[2021/03/05  01:08:58] INFO Program was executed successfully
[2021/03/05  01:37:32] INFO Program was executed successfully
[2021/03/05  01:37:58] INFO Option X: Teacher was successfully added
[2021/03/05  01:37:58] INFO Teachers were successfully written into teachers.txt
[2021/03/05  02:05:14] INFO Program was executed successfully
[2021/03/05  02:05:25] INFO Program was executed successfully
[2021/03/05  02:05:35] INFO Program was executed successfully
[2021/03/05  02:07:51] INFO Program was executed successfully
[2021/03/05  02:08:12] INFO Program was executed successfully
[2021/03/05  02:08:23] INFO Program was executed successfully
[2021/03/05  02:09:34] INFO Program was executed successfully
[2021/03/05  02:10:03] INFO Program was executed successfully
[2021/03/05  02:10:13] INFO Program was executed successfully
[2021/03/05  02:10:21] INFO Program was executed successfully
[2021/03/05  02:10:32] INFO Program was executed successfully
[2021/03/05  02:10:48] INFO Program was executed successfully
[2021/03/05  02:10:53] INFO Program was executed successfully
[2021/03/05  02:11:16] INFO Program was executed successfully
[2021/03/05  02:11:33] INFO Program was executed successfully
[2021/03/05  09:02:40] INFO Program was executed successfully
[2021/03/05  09:06:42] INFO Program was executed successfully
[2021/03/05  09:07:23] INFO Program was executed successfully
[2021/03/05  09:07:56] INFO Program was executed successfully
[2021/03/05  09:17:42] INFO Program was executed successfully
[2021/03/05  09:18:38] INFO Program was executed successfully
[2021/03/05  09:19:04] INFO Program was executed successfully
[2021/03/05  09:19:35] INFO Program was executed successfully
[2021/03/05  09:29:43] INFO Program was executed successfully
[2021/03/05  09:30:05] INFO Program was executed successfully
[2021/03/05  09:30:17] INFO Program was executed successfully
[2021/03/05  09:38:03] INFO Program was executed successfully
[2021/03/05  09:38:16] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/05  09:39:09] INFO Program was executed successfully
[2021/03/05  09:39:12] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/05  09:43:29] INFO Program was executed successfully
[2021/03/05  12:18:23] INFO Program was executed successfully
[2021/03/05  12:20:33] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/05  12:22:47] INFO Program was executed successfully
[2021/03/05  12:28:18] INFO Program was executed successfully
[2021/03/05  12:28:21] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/05  12:28:28] INFO Program was executed successfully
[2021/03/05  12:28:33] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/05  12:30:44] INFO Program was executed successfully
[2021/03/05  12:36:13] INFO Program was executed successfully
[2021/03/05  12:39:58] INFO Program was executed successfully
[2021/03/05  12:40:06] INFO Option X: Teacher was successfully added
[2021/03/05  12:40:06] INFO Teachers were successfully written into teachers.txt
[2021/03/05  12:41:28] INFO Program was executed successfully
[2021/03/05  12:41:35] INFO Option X: Teacher was successfully added
[2021/03/05  12:41:35] INFO Teachers were successfully written into teachers.txt
[2021/03/05  12:44:14] INFO Program was executed successfully
[2021/03/05  13:10:17] INFO Program was executed successfully
[2021/03/05  20:22:10] INFO Program was executed successfully
[2021/03/05  20:23:11] INFO Program was executed successfully
[2021/03/05  20:23:29] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/05  20:24:11] INFO Roles were successfully written into roles.txt
[2021/03/05  20:24:29] INFO Option X: Teacher was successfully added
[2021/03/05  20:24:29] INFO Teachers were successfully written into teachers.txt
[2021/03/05  20:25:29] INFO Program was executed successfully
[2021/03/05  20:29:20] INFO Program was executed successfully
[2021/03/05  20:29:55] INFO Program was executed successfully
[2021/03/05  20:30:24] INFO Program was executed successfully
[2021/03/05  20:30:51] INFO Program was executed successfully
[2021/03/05  20:32:13] INFO Program was executed successfully
[2021/03/05  20:33:40] INFO Program was executed successfully
[2021/03/05  20:34:26] INFO Program was executed successfully
[2021/03/05  20:34:38] INFO Teams were successfully written into teams.txt
[2021/03/05  20:36:13] INFO Program was executed successfully
[2021/03/05  20:36:44] INFO Program was executed successfully
[2021/03/05  20:36:54] INFO Program was executed successfully
[2021/03/05  20:37:09] INFO Program was executed successfully
[2021/03/05  20:37:36] INFO Program was executed successfully
[2021/03/05  20:37:55] INFO Program was executed successfully
[2021/03/05  20:38:12] INFO Program was executed successfully
[2021/03/05  20:38:31] INFO Program was executed successfully
[2021/03/05  20:39:26] INFO Teams were successfully written into teams.txt
[2021/03/05  20:39:35] INFO Program was executed successfully
[2021/03/05  20:40:14] INFO Program was executed successfully
[2021/03/05  20:40:17] INFO Option X: Student was successfully added
[2021/03/05  20:40:17] INFO Students were successfully written into students.txt
[2021/03/05  20:40:24] INFO Option X: Student was successfully added
[2021/03/05  20:40:24] INFO Students were successfully written into students.txt
[2021/03/05  20:41:13] INFO Program was executed successfully
[2021/03/05  20:41:26] INFO Program was executed successfully
[2021/03/05  20:41:38] INFO Teachers were successfully written into teachers.txt
[2021/03/05  20:41:38] INFO Option X: Team was successfully added
[2021/03/05  20:41:38] INFO Teams were successfully written into teams.txt
[2021/03/05  20:41:51] INFO Teachers were successfully written into teachers.txt
[2021/03/05  20:41:51] INFO Option X: Team was successfully added
[2021/03/05  20:41:51] INFO Teams were successfully written into teams.txt
[2021/03/05  20:42:07] INFO Teachers were successfully written into teachers.txt
[2021/03/05  20:42:07] INFO Option X: Team was successfully added
[2021/03/05  20:42:07] INFO Teams were successfully written into teams.txt
[2021/03/05  20:43:08] INFO Teams were successfully written into teams.txt
[2021/03/05  20:43:48] INFO Program was executed successfully
[2021/03/05  20:45:57] INFO Program was executed successfully
[2021/03/05  20:46:14] INFO Teams were successfully written into teams.txt
[2021/03/05  20:46:30] INFO Program was executed successfully
[2021/03/05  20:54:39] INFO Program was executed successfully
[2021/03/05  20:54:55] INFO Teams were successfully written into teams.txt
[2021/03/05  20:55:33] INFO Teams were successfully written into teams.txt
[2021/03/05  20:55:46] INFO Program was executed successfully
[2021/03/05  22:47:08] INFO Program was executed successfully
[2021/03/05  22:47:53] INFO Teams were successfully written into teams.txt
[2021/03/05  22:48:25] INFO Teams were successfully written into teams.txt
[2021/03/06  00:02:16] INFO Program was executed successfully
[2021/03/06  00:04:11] INFO Program was executed successfully
[2021/03/06  00:04:49] INFO Program was executed successfully
[2021/03/06  00:04:57] INFO Teams were successfully written into teams.txt
[2021/03/06  00:41:43] INFO Program was executed successfully
[2021/03/06  00:43:24] INFO Program was executed successfully
[2021/03/06  00:55:55] INFO Program was executed successfully
[2021/03/06  00:57:07] INFO Teachers were successfully written into teachers.txt
[2021/03/06  00:57:07] INFO Teacher was successfully UPDATED
[2021/03/06  00:58:37] INFO Program was executed successfully
[2021/03/06  01:01:22] INFO Program was executed successfully
[2021/03/06  01:02:04] INFO Teachers were successfully written into teachers.txt
[2021/03/06  01:02:04] INFO Teacher was successfully UPDATED
[2021/03/06  01:02:04] INFO Teams were successfully written into teams.txt
[2021/03/06  01:04:13] INFO Program was executed successfully
[2021/03/06  01:05:01] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/06  01:06:21] INFO Option X: Teacher was successfully added
[2021/03/06  01:06:21] INFO Teachers were successfully written into teachers.txt
[2021/03/06  01:07:12] INFO Option X: Teacher was successfully added
[2021/03/06  01:07:12] INFO Teachers were successfully written into teachers.txt
[2021/03/06  01:09:11] INFO Teachers were successfully written into teachers.txt
[2021/03/06  01:09:11] INFO Option X: Team was successfully added
[2021/03/06  01:09:11] INFO Teams were successfully written into teams.txt
[2021/03/06  01:10:17] INFO Teachers were successfully written into teachers.txt
[2021/03/06  01:10:17] INFO Option X: Team was successfully added
[2021/03/06  01:10:17] INFO Teams were successfully written into teams.txt
[2021/03/06  01:11:20] INFO Teachers were successfully written into teachers.txt
[2021/03/06  01:11:20] INFO Option X: Team was successfully added
[2021/03/06  01:11:20] INFO Teams were successfully written into teams.txt
[2021/03/06  01:13:54] INFO Students were successfully written into students.txt
[2021/03/06  01:13:54] INFO Student was successfully UPDATED
[2021/03/06  01:16:26] INFO Teams were successfully written into teams.txt
[2021/03/06  01:18:46] INFO Teachers were successfully written into teachers.txt
[2021/03/06  01:18:46] INFO Teacher was successfully UPDATED
[2021/03/06  01:18:46] INFO Teams were successfully written into teams.txt
[2021/03/06  01:23:56] INFO Program was executed successfully
[2021/03/06  01:24:55] INFO Teams were successfully written into teams.txt
[2021/03/06  01:25:22] INFO Teams were successfully written into teams.txt
[2021/03/06  01:26:33] INFO Program was executed successfully
[2021/03/06  01:26:51] WARNING Exception thrown: Tried to delete contents of a team which status is set to IN_USE
[2021/03/06  01:27:16] WARNING Exception thrown: Tried to delete contents of a team which status is set to IN_USE
[2021/03/06  01:28:04] INFO Program was executed successfully
[2021/03/06  01:34:53] INFO Teams were successfully written into teams.txt
[2021/03/06  10:10:22] INFO Program was executed successfully
[2021/03/06  10:12:01] INFO Students were successfully written into students.txt
[2021/03/06  10:12:01] INFO Teams were successfully written into teams.txt
[2021/03/06  10:12:01] INFO Student was successfully DELETED
[2021/03/06  10:19:02] INFO Program was executed successfully
[2021/03/06  10:19:31] INFO Program was executed successfully
[2021/03/06  10:20:25] INFO Program was executed successfully
[2021/03/06  10:20:45] INFO Option X: Student was successfully added
[2021/03/06  10:20:45] INFO Students were successfully written into students.txt
[2021/03/06  10:21:20] INFO Option X: Student was successfully added
[2021/03/06  10:21:20] INFO Students were successfully written into students.txt
[2021/03/06  10:22:02] INFO Option X: Student was successfully added
[2021/03/06  10:22:02] INFO Students were successfully written into students.txt
[2021/03/06  10:22:31] CRITICAL Exception thrown: Tried to initialize a team, but there are no TEACHERS to be provided
[2021/03/06  10:23:10] INFO Option X: Teacher was successfully added
[2021/03/06  10:23:10] INFO Teachers were successfully written into teachers.txt
[2021/03/06  10:25:42] INFO Teachers were successfully written into teachers.txt
[2021/03/06  10:25:42] INFO Option X: Team was successfully added
[2021/03/06  10:25:42] INFO Teams were successfully written into teams.txt
[2021/03/06  10:26:50] INFO Teachers were successfully written into teachers.txt
[2021/03/06  10:26:50] INFO Option X: Team was successfully added
[2021/03/06  10:26:50] INFO Teams were successfully written into teams.txt
[2021/03/06  10:29:26] INFO Students were successfully written into students.txt
[2021/03/06  10:37:53] INFO Program was executed successfully
[2021/03/06  10:39:14] INFO Students were successfully written into students.txt
[2021/03/06  10:39:14] INFO Teams were successfully written into teams.txt
[2021/03/06  10:39:14] INFO Student was successfully DELETED
[2021/03/06  11:04:49] INFO Program was executed successfully
[2021/03/06  11:05:25] INFO Teachers were successfully written into teachers.txt
[2021/03/06  11:05:25] INFO Teams were successfully written into teams.txt
[2021/03/06  11:05:33] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/06  11:05:45] INFO Program was executed successfully
[2021/03/06  11:07:21] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/06  11:08:07] INFO Program was executed successfully
[2021/03/06  11:08:17] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/06  11:08:47] INFO Program was executed successfully
[2021/03/06  11:09:31] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/06  11:09:32] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/06  11:09:35] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/06  11:10:20] INFO Program was executed successfully
[2021/03/06  11:10:22] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/06  11:10:23] WARNING Option X clicked and Exception was thrown: Tried to update contents of a file that has no data
[2021/03/06  11:11:39] INFO Program was executed successfully
[2021/03/06  11:11:53] INFO Option X: Student was successfully added
[2021/03/06  11:11:53] INFO Students were successfully written into students.txt
[2021/03/06  11:12:26] INFO Option X: Student was successfully added
[2021/03/06  11:12:26] INFO Students were successfully written into students.txt
[2021/03/06  11:19:16] INFO Option X: Teacher was successfully added
[2021/03/06  11:19:16] INFO Teachers were successfully written into teachers.txt
[2021/03/06  11:28:32] INFO Teachers were successfully written into teachers.txt
[2021/03/06  11:28:32] INFO Option X: Team was successfully added
[2021/03/06  11:28:32] INFO Teams were successfully written into teams.txt
[2021/03/06  11:31:29] INFO Teachers were successfully written into teachers.txt
[2021/03/06  11:31:29] INFO Teams were successfully written into teams.txt
[2021/03/06  11:31:44] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/06  11:32:52] INFO Students were successfully written into students.txt
[2021/03/06  11:32:52] INFO Teams were successfully written into teams.txt
[2021/03/06  11:32:52] INFO Student was successfully DELETED
[2021/03/06  13:04:40] INFO Program was executed successfully
[2021/03/06  13:15:14] INFO Program was executed successfully
[2021/03/06  13:15:20] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/06  13:23:14] INFO Program was executed successfully
[2021/03/06  14:04:30] INFO Program was executed successfully
[2021/03/06  14:04:43] CRITICAL Exception thrown: Tried to delete contents of a file that has no data
[2021/03/06  14:06:55] INFO Program was executed successfully
[2021/03/06  14:07:35] INFO Program was executed successfully
[2021/03/06  14:07:49] INFO Teams were successfully written into teams.txt
[2021/03/06  14:08:11] INFO Teams were successfully written into teams.txt
[2021/03/06  14:08:23] WARNING Exception thrown: Tried to delete contents of a team which status is set to IN_USE
[2021/03/06  14:12:12] INFO Program was executed successfully
[2021/03/06  15:02:04] INFO Program was executed successfully
[2021/03/06  15:02:48] INFO Program was executed successfully
[2021/03/06  15:06:14] INFO Program was executed successfully
[2021/03/06  15:13:40] INFO Program was executed successfully
[2021/03/06  15:16:03] INFO Program was executed successfully
[2021/03/06  15:16:06] INFO Program was terminated successfully
[2021/03/06  15:16:16] INFO Program was executed successfully
[2021/03/06  15:16:24] INFO Program was terminated successfully
[2021/03/06  15:17:08] INFO Program was executed successfully
[2021/03/06  15:17:11] INFO Program was terminated successfully
[2021/03/06  15:17:26] INFO Program was executed successfully
[2021/03/06  15:19:12] INFO Program was executed successfully
[2021/03/06  15:20:24] INFO Program was executed successfully
